up,dn,Average Experimental Interactions ($\pi^\alpha$),Average Published Claims ($\hat\mu^\alpha$)
183,5894,0.43931894086569145,1.0
183,5970,0.506777402512265,1.0
183,6336,0.6404869579522778,1.0
183,6347,0.6642190181475168,1.0
183,6401,0.5283016047583651,1.0
183,6524,0.7444045186714037,1.0
183,6548,0.5039564349238418,1.0
183,6714,0.5085238146084127,1.0
183,6770,0.6771277025248994,1.0
183,6772,0.42677262198937876,1.0
183,6774,0.5211947218170754,1.0
183,7076,0.35461233571400963,1.0
183,7157,0.3335713483248969,1.0
183,7175,0.39171984709338054,1.0
183,7295,0.5043993614888488,1.0
183,7412,0.6161788955702306,1.0
183,7431,0.4764560178306587,1.0
183,8517,0.3417955135160804,1.0
183,8654,0.7132546948458647,1.0
183,8722,0.47567238533451894,1.0
183,9159,0.41961945195251793,1.0
183,22882,0.7676705771947964,1.0
183,26472,0.395813917622923,1.0
185,183,0.5423737427510679,1.0
185,387,0.5529580712268407,1.0
185,5879,0.565763764352191,1.0
191,1788,0.5535101441822433,1.0
191,1789,0.5209228569380936,1.0
204,8772,0.47496204775182577,1.0
207,332,0.6790787913534873,1.0
207,650,0.5202493198525825,1.0
207,867,0.5007120179586082,1.0
207,868,0.43571815042192646,1.0
207,1017,0.7354155765492935,1.0
207,1027,0.414913173884663,1.0
207,1435,0.417030661760434,1.0
207,1536,0.4403620171689963,1.0
207,1543,0.4639738863212512,1.0
207,1633,0.6995075129092398,1.0
207,1950,0.6640561555857867,1.0
207,1978,0.3267408997416885,1.0
207,2099,0.3040619974618489,1.0
207,2100,0.5366444936583491,1.0
207,2152,0.48979764832658196,1.0
207,2260,0.45950458349717077,1.0
207,2335,0.2518718108986364,1.0
207,2597,0.46328802229993904,1.0
207,2909,0.5659758047816954,1.0
207,2919,0.5307509183949995,1.0
207,3162,0.5547862373320978,1.0
207,3320,0.24688288373311884,1.0
207,3479,0.46244943039427827,1.0
207,3558,0.49812286157642,1.0
207,3562,0.5158768571025912,1.0
207,3576,0.4229009856354443,1.0
207,3577,0.4907949743504361,1.0
207,3579,0.5649961216345364,1.0
207,3586,0.49813257665375654,1.0
207,3643,0.5114997882059207,1.0
207,3667,0.5234369027957787,1.0
207,3710,0.3299332092039148,1.0
207,4312,0.5633498889555533,1.0
207,4318,0.4647093503638306,1.0
207,4582,0.5685083210433353,1.0
207,4690,0.3988746343320877,1.0
207,4842,0.45536930716813445,1.0
207,4878,0.47855758735124887,1.0
207,5055,0.5010532345859281,1.0
207,5111,0.5630119228061181,1.0
207,5139,0.6610822568522889,1.0
207,5308,0.5279860048747801,1.0
207,5366,0.6219707677397688,1.0
207,5585,0.4784771040414075,1.0
207,5594,0.7281794285382802,1.0
207,5743,0.5552750746228088,1.0
207,5747,0.21095558875335624,1.0
207,5770,0.3381699019079478,1.0
207,5829,0.6261286383631794,1.0
207,5925,0.4354178408468741,1.0
207,6097,0.5660550273449251,1.0
207,6120,0.5626973946942514,1.0
207,6194,0.42513817904947393,1.0
207,6198,0.48634275677985184,1.0
207,6352,0.6262918904029877,1.0
207,6506,0.5885248375365686,1.0
207,6517,0.4700892396491825,1.0
207,6531,0.48250842731853255,1.0
207,6591,0.3603892212211638,1.0
207,6615,0.5643559968383219,1.0
207,6722,0.4819412327973319,1.0
207,6776,0.43279287258340593,1.0
207,6886,0.5920348652593957,1.0
207,6926,0.5878638117394377,1.0
207,7057,0.4273815806300104,1.0
207,7408,0.5751672664540864,1.0
207,8682,0.6061466109123094,1.0
207,8936,0.5637990451700878,1.0
207,9236,0.6577876346398569,1.0
207,9368,0.6067288597931082,1.0
207,9420,0.6158173466716379,1.0
207,9451,0.5139776954229085,1.0
207,9536,0.7458070257893564,1.0
207,9882,0.5675267178386822,1.0
207,9891,0.47031384396627596,1.0
207,10232,0.46749206730356907,1.0
207,10411,0.38501944296316903,1.0
207,23216,0.5263637494161826,1.0
207,26291,0.38562630454412067,1.0
207,27250,0.533902323287627,1.0
207,50507,0.569497061745439,1.0
207,54205,0.5497708742189624,1.0
207,54808,0.44647050465409294,1.0
208,207,0.4307609282598625,1.0
208,1385,0.4701861783651812,1.0
208,3162,0.507995471820494,1.0
208,4656,0.361927700532372,1.0
208,6531,0.3387764608049949,1.0
216,596,0.3221432281817399,1.0
217,4976,0.29919378651746176,1.0
218,218,0.5354793032231209,1.0
224,54,0.66445703176594,1.0
224,969,0.5946086936557737,1.0
224,3558,0.5725999938168431,1.0
224,5345,0.5233276861445318,1.0
231,183,0.6600499196727287,1.0
231,596,0.7822811805051479,1.0
231,672,0.27696061781736175,1.0
231,965,0.25896473111933244,1.0
231,3251,0.32519017826943497,1.0
231,3383,0.6700755962476543,1.0
231,4790,0.7639404103276042,1.0
231,5286,0.6475147836121294,1.0
231,6098,0.5254001228035511,1.0
231,7124,0.3751969931318433,1.0
231,7320,0.5010959237695422,1.0
231,8795,0.5575729120061985,1.0
231,9768,0.32538824314885495,1.0
259,23209,0.6585536231279965,1.0
283,581,0.6625160456740676,1.0
283,1585,0.5707037093152958,1.0
283,1605,0.4826570905299367,1.0
283,1843,0.5856207640597613,1.0
283,2028,0.6561731805998133,1.0
283,2261,0.5314742008178857,1.0
283,2353,0.706155167112753,1.0
283,2444,0.5362130732039618,1.0
283,3569,0.6704191140741647,1.0
283,3630,0.7099731898536574,1.0
283,3717,0.6632236487817069,1.0
283,3952,0.7762444401307448,1.0
283,4223,0.5414281071403185,1.0
283,4313,0.8321898264646144,1.0
283,4524,0.8483714215403171,1.0
283,4846,0.5435848993317912,1.0
283,4852,0.3611743524671211,1.0
283,4878,0.5607753982366778,1.0
283,5595,0.43794806438918416,1.0
283,6347,0.8586056596231006,1.0
283,6513,0.6874616445540408,1.0
283,6774,0.4103338371440591,1.0
283,7076,0.37291365367031093,1.0
283,7294,0.6330967582443442,1.0
283,9021,0.6014368574576456,1.0
283,9356,0.6962665875028666,1.0
283,59272,0.6291911867710553,1.0
290,19,0.5836721032136521,1.0
290,920,0.6471660940899397,1.0
290,3684,0.5074474839298658,1.0
290,5743,0.42977059593946393,1.0
292,1786,0.36663436893073525,1.0
292,5599,0.6258584788778386,1.0
292,7157,0.50485058337144,1.0
292,8795,0.5491116247861805,1.0
301,6402,0.6203920458888053,1.0
301,6404,0.5704249655472486,1.0
302,302,0.37743139603956255,1.0
302,387,0.5935542041516753,1.0
302,2523,0.33430419491946206,1.0
302,2670,0.3746801776897183,1.0
302,6281,0.5739576428746135,1.0
302,7422,0.30186949617032954,1.0
302,8600,0.4151683585746925,1.0
308,836,0.4019728483452647,1.0
308,5617,0.48869406492294487,1.0
326,2353,0.6662598542391975,1.0
326,3162,0.6031839415544407,1.0
326,3303,0.6251037601755134,1.0
326,3569,0.4080832767064836,1.0
326,8554,0.44843615154617184,1.0
326,8630,0.3385512935088189,1.0
327,2023,0.4792856263085229,1.0
327,3014,0.5690108975243192,1.0
328,2237,0.4048033818947734,1.0
328,3091,0.3468920396298052,1.0
328,5728,0.33085930614010783,1.0
328,7422,0.1796719879784272,1.0
329,330,0.48678668182241247,1.0
329,4790,0.517503472921568,1.0
335,353,0.5282084435660858,1.0
335,3586,0.5710689254292889,1.0
344,4023,0.5153074707469676,1.0
353,51,0.6332931310440368,1.0
353,58,0.4920386040455243,1.0
353,440,0.6436668423476516,1.0
353,467,0.6215774021187086,1.0
353,939,0.43322389827159924,1.0
353,1385,0.5908533445586228,1.0
353,1950,0.5855069406396113,1.0
353,2353,0.38401979920186735,1.0
353,2475,0.6335558261496179,1.0
353,2643,0.4556331257623085,1.0
353,2670,0.6196937336932862,1.0
353,3925,0.5028277544507601,1.0
353,3991,0.575862320121874,1.0
353,4099,0.672303335127367,1.0
353,4790,0.4871518677696407,1.0
353,5053,0.6774706576218645,1.0
353,5111,0.16831413126836453,1.0
353,5213,0.47452579726939204,1.0
353,5443,0.8058467814032444,1.0
353,5894,0.49842732604057677,1.0
353,5972,0.5978143913403843,1.0
353,6098,0.5907391946174793,1.0
353,6770,0.5707957071065108,1.0
353,7054,0.4332921168785429,1.0
353,7431,0.30276370640242933,1.0
353,9024,0.7146978158981525,1.0
353,27232,0.559268260424158,1.0
355,387,0.9358921796139269,1.0
355,596,0.8011490905774334,1.0
355,920,0.36521092597482807,1.0
355,925,0.5933810740460939,1.0
355,942,0.5590343330882442,1.0
355,958,0.3857823256594558,1.0
355,1981,0.561503139325094,1.0
355,3308,0.3507148362071615,1.0
355,3558,0.6041404331942472,1.0
355,3565,0.6555453566405509,1.0
355,3569,0.5400770046346248,1.0
355,3933,0.6406031031971902,1.0
355,5599,0.7094664722408462,1.0
355,7124,0.8021644993595214,1.0
356,196,0.41664340156777147,1.0
356,207,0.3434921805732073,1.0
356,308,0.3761137628887709,1.0
356,843,0.7506061973272354,1.0
356,3606,0.5623979108116597,1.0
356,4790,0.6260755223411962,1.0
356,5743,0.5873788192297984,1.0
356,6098,0.45965455233916747,1.0
356,6347,0.7844163702662732,1.0
356,8772,0.5231560342766858,1.0
356,8795,0.4214653796436505,1.0
356,51520,0.4468145450972533,1.0
382,5338,0.40059370646375186,1.0
382,5879,0.3844972079469464,1.0
382,7020,0.6854438253331432,1.0
383,4295,0.6408450958791102,1.0
387,857,0.6303232254930268,1.0
387,900,0.2474153504263003,1.0
387,1432,0.6140528520709669,1.0
387,1490,0.31944536317199307,1.0
387,1896,0.4671863936105686,1.0
387,2119,0.43985219497978323,1.0
387,3381,0.49242735999873066,1.0
387,3458,0.4144628004224157,1.0
387,3725,0.5100184553082399,1.0
387,4018,0.7158936797005838,1.0
387,4214,0.5961844850421096,1.0
387,4318,0.632090935420994,1.0
387,4654,0.4929567587771065,1.0
387,4659,0.4395445957758229,1.0
387,4790,0.41995520862508917,1.0
387,5338,0.6077068066754502,1.0
387,5599,0.7271986841622824,1.0
387,5743,0.5791219365589941,1.0
387,5879,0.4599089015496335,1.0
387,6093,0.4580688676836298,1.0
387,6347,0.6732627014020802,1.0
387,7041,0.5157947660371434,1.0
387,9181,0.3391047682605986,1.0
387,10238,0.49864264683246323,1.0
387,10672,0.6153089991325011,1.0
387,54808,0.5384225737352789,1.0
387,57591,0.7008062733613211,1.0
389,389,0.5909430115865717,1.0
406,4654,0.39907538662697617,1.0
406,7465,0.5786544051543634,1.0
406,79365,0.4691925828842067,1.0
445,2004,0.4920507799856142,1.0
468,348,0.4843285313497727,1.0
468,440,0.829964266946709,1.0
468,3309,0.5231071958729391,1.0
468,3665,0.5141734960188055,1.0
468,5599,0.417800280158827,1.0
468,7422,0.28325201415412626,1.0
468,23645,0.4993244756700658,1.0
471,31,0.2226693077308992,1.0
471,595,0.6432673132267246,1.0
471,948,0.5801021175214784,1.0
471,1374,0.7616639745560603,1.0
471,1994,0.4609669099090533,1.0
471,3099,0.3867979712221291,1.0
471,3162,0.6140662433568063,1.0
471,3484,0.4418824815982195,1.0
471,3952,0.6177234947649207,1.0
471,3991,0.7749379472284605,1.0
471,4803,0.698223582656645,1.0
471,4842,0.6401498075448642,1.0
471,5105,0.7121070412601596,1.0
471,5465,0.5407955538525943,1.0
471,5599,0.5903652426263096,1.0
471,6194,0.30148463218474597,1.0
471,9891,0.7758518885908157,1.0
471,23038,0.5665886696399057,1.0
471,23216,0.6456662399618164,1.0
563,7351,0.3705905196687276,1.0
572,581,0.6544213139268803,1.0
572,841,0.4396177487370797,1.0
572,842,0.6143367755551982,1.0
572,2645,0.6329327749900048,1.0
572,4878,0.5158925265847363,1.0
572,54205,0.5916085263004135,1.0
573,4790,0.6504724079031023,1.0
581,142,0.201839604633627,1.0
581,231,0.47457667443298296,1.0
581,472,0.46112817289178964,1.0
581,834,0.3694744590276924,1.0
581,1666,0.44320616527504,1.0
581,2670,0.4968534468546729,1.0
581,3558,0.4838821695526567,1.0
581,5243,0.5112648944128916,1.0
581,6664,0.5430093379231182,1.0
581,7422,0.47356318693342725,1.0
581,51497,0.34178450650429826,1.0
595,207,0.4016633163802203,1.0
595,842,0.33457268813910046,1.0
595,860,0.40486500271544035,1.0
595,891,0.41107044177637697,1.0
595,1021,0.7504910673405774,1.0
595,1027,0.6093070961765377,1.0
595,1874,0.46707085053283814,1.0
595,3569,0.5100430227070137,1.0
595,3952,0.40822597675778527,1.0
595,4254,0.7657694972669433,1.0
595,5743,0.4245896955365507,1.0
595,5925,0.699410592912576,1.0
595,6502,0.46832118084526453,1.0
595,7318,0.3999474550277526,1.0
598,207,0.5857911069331619,1.0
598,572,0.42532252829668576,1.0
598,834,0.4798675840543451,1.0
598,841,0.5483503127022268,1.0
598,894,0.5407564394997861,1.0
598,4609,0.5972934603107629,1.0
598,6723,0.5910434845937345,1.0
598,8795,0.5865241385477797,1.0
599,207,0.33087103151026087,1.0
604,596,0.5772325101030269,1.0
604,598,0.38213471982905844,1.0
604,604,0.6814847787446148,1.0
604,894,0.5223159964191286,1.0
604,928,0.3700254851660737,1.0
604,3002,0.2787012265500125,1.0
604,3383,0.8823959334159459,1.0
604,3662,0.346672781646708,1.0
629,629,0.45000303125663427,1.0
635,635,0.495191809871619,1.0
638,578,0.470581924712771,1.0
638,638,0.525619860687904,1.0
648,2523,0.6541467740780613,1.0
652,581,0.5172974081644905,1.0
652,650,0.6077445370557122,1.0
652,920,0.4990228872810455,1.0
652,1045,0.5789423325904707,1.0
652,1749,0.4620729296454671,1.0
652,2247,0.705266972945063,1.0
652,2670,0.6182143346014607,1.0
652,3397,0.5722442477858749,1.0
652,3399,0.6191508372780046,1.0
652,3670,0.6946396802839712,1.0
652,4090,0.33032471555148024,1.0
652,4091,0.6826411590126344,1.0
652,4093,0.5981513284310384,1.0
652,4314,0.5396938954595462,1.0
652,4322,0.4219375973983522,1.0
652,4790,0.5440764772173612,1.0
652,5076,0.39889662557095606,1.0
652,6286,0.7569446332360572,1.0
652,6662,0.6553094998339073,1.0
652,6664,0.4060086162624827,1.0
652,6774,0.5541060434691192,1.0
652,6899,0.4113715356709545,1.0
652,6909,0.4626883786046025,1.0
652,6911,0.44202879009957335,1.0
652,7071,0.4486527074426174,1.0
652,7473,0.5791214532546908,1.0
652,7545,0.43941478884109636,1.0
652,9464,0.5083281704475315,1.0
652,10660,0.43894531864282127,1.0
652,54808,0.4483014563802414,1.0
664,2021,0.4704855720858772,1.0
672,196,0.4227244354539188,1.0
672,472,0.5300884267592573,1.0
672,675,0.7226050531253146,1.0
672,836,0.4780280420614115,1.0
672,3815,0.652938450474799,1.0
672,4091,0.4897294901217456,1.0
672,5241,0.559493401759162,1.0
673,673,0.5632520526132998,1.0
673,4286,0.4699852125445993,1.0
695,959,0.469421413753365,1.0
695,2357,0.5805238852549962,1.0
695,3586,0.5760771606048335,1.0
695,5599,0.4521978978280021,1.0
695,9265,0.40770062892967684,1.0
695,9266,0.5047714782403515,1.0
695,79577,0.5250699007619118,1.0
701,1058,0.5023804782104405,1.0
716,716,0.460222023391297,1.0
716,4318,0.4035818023269806,1.0
717,22,0.5829749279230676,1.0
717,472,0.5585641820946391,1.0
717,914,0.2730912002706758,1.0
717,1121,0.7360929548476215,1.0
717,1263,0.4984015576540967,1.0
717,2247,0.5725497827205963,1.0
717,3569,0.4313468304814691,1.0
717,4591,0.5110657081315403,1.0
717,4681,0.4489641502255488,1.0
717,5141,0.6176180736377137,1.0
717,6051,0.5430052012568007,1.0
717,6098,0.5937307906001079,1.0
717,6647,0.5521370987038398,1.0
717,6714,0.4345913992313014,1.0
717,6902,0.5021665075677975,1.0
717,7076,0.4004106279019898,1.0
717,7157,0.5877851545662394,1.0
717,7852,0.4032516952361378,1.0
717,8671,0.48384348677401967,1.0
717,9118,0.505463263295772,1.0
717,10687,0.45320968805273676,1.0
717,10855,0.6130520044616259,1.0
717,27297,0.5839258445123262,1.0
717,54478,0.6376097315653059,1.0
780,472,0.6782101580056733,1.0
780,4790,0.498986211218412,1.0
811,837,0.2886346750746118,1.0
811,6714,0.8102697950017153,1.0
811,7414,0.3782979493504219,1.0
819,3932,0.5010320102278656,1.0
835,581,0.5824303067222978,1.0
835,596,0.8214662184894568,1.0
835,840,0.26069598635329766,1.0
835,841,0.5218262388014142,1.0
835,9131,0.592602619946083,1.0
835,56616,0.33540789279334304,1.0
836,142,0.6184040804654118,1.0
836,759,0.4732589597119172,1.0
836,837,0.5748470159697509,1.0
836,978,0.5106408013449113,1.0
836,999,0.5675044735867686,1.0
836,1677,0.4598727508891362,1.0
836,4214,0.5933609928726119,1.0
836,4314,0.3316267101731952,1.0
836,4321,0.4487178931003223,1.0
836,5585,0.586747674788851,1.0
836,6788,0.49469681935484305,1.0
836,7054,0.3661523566138861,1.0
836,7157,0.7203533217760927,1.0
836,7431,0.5373349780573587,1.0
836,7917,0.5607077357668024,1.0
836,8795,0.5679678813933767,1.0
836,23038,0.541298402299194,1.0
839,836,0.6385817507807925,1.0
839,842,0.4627386212998864,1.0
840,834,0.5964011890133136,1.0
840,835,0.5885956376784742,1.0
842,581,0.4736475507818493,1.0
842,598,0.45836812517058234,1.0
842,837,0.509650150651491,1.0
842,839,0.5951245992900396,1.0
842,2308,0.43579816791053244,1.0
842,4137,0.3420991145244787,1.0
842,4170,0.3732388646856668,1.0
842,8795,0.6053747019984355,1.0
842,25801,0.5771294511171406,1.0
842,54205,0.3992334198865899,1.0
857,2047,0.5957760074422895,1.0
857,2547,0.516599993788577,1.0
857,3082,0.5272253662817155,1.0
857,7220,0.5543584286522186,1.0
868,695,0.43556623078533474,1.0
868,940,0.5773199025102396,1.0
868,6850,0.6350542095253711,1.0
868,7251,0.5909036023842472,1.0
894,1017,0.5344517291463569,1.0
894,1027,0.5953732596303368,1.0
896,1017,0.9024035302046678,1.0
896,1021,0.4272711220118859,1.0
896,2908,0.6506467221113391,1.0
896,3065,0.36845750998056076,1.0
896,3725,0.6795438268266537,1.0
898,581,0.5033593944674348,1.0
900,891,0.2657366538882414,1.0
900,1020,0.4600261381951306,1.0
900,7157,0.4543847351672306,1.0
930,941,0.3679977731300949,1.0
930,942,0.31277705517929794,1.0
930,1368,0.4474223987356664,1.0
930,3398,0.5209597521436508,1.0
930,4306,0.3309821147335751,1.0
944,3383,0.40005222058371565,1.0
944,3569,0.3038427346329921,1.0
944,6363,0.5332333092265313,1.0
958,325,0.6177523332311211,1.0
958,329,0.9801711669072194,1.0
958,330,0.9997245514448274,1.0
958,611,0.6498573589590066,1.0
958,933,0.8189353228456069,1.0
958,939,0.736532184169398,1.0
958,947,0.5139951998764566,1.0
958,1019,0.41658873315503897,1.0
958,1021,0.6865864663790324,1.0
958,1236,0.781277927214602,1.0
958,1368,0.4267426464952008,1.0
958,1647,0.9823239046949632,1.0
958,1956,0.6041879350176097,1.0
958,2208,0.6970056479668932,1.0
958,2353,0.5042588240292757,1.0
958,2523,0.6212004919041949,1.0
958,2547,0.18881956375375142,1.0
958,3458,0.6524767445690391,1.0
958,3627,0.9931558216599757,1.0
958,4049,0.8404583506171949,1.0
958,4982,0.6293061320690672,1.0
958,5743,0.9930014566248344,1.0
958,6352,0.7498721647331027,1.0
958,6356,0.7619051789966886,1.0
958,6504,0.9357838646050711,1.0
958,6778,0.8666564286196794,1.0
958,7422,0.5335035593862657,1.0
958,7520,0.3471174021901201,1.0
958,8600,0.6974721102556694,1.0
958,9474,0.4016121405659543,1.0
960,207,0.4405064587319711,1.0
960,947,0.3629427332751492,1.0
960,959,0.5985002879701233,1.0
960,2247,0.5851835031626427,1.0
960,2335,0.4529744766402705,1.0
960,4792,0.5845297122033383,1.0
960,5599,0.5364522573288186,1.0
960,5879,0.38441666202280544,1.0
960,6657,0.4937300365553622,1.0
960,6696,0.6423479441373281,1.0
960,6714,0.45296950686195037,1.0
960,7431,0.33036595783149936,1.0
975,3932,0.3332030283367714,1.0
975,6352,0.2877566702993338,1.0
983,800,0.3752832704156954,1.0
983,835,0.8403465236049698,1.0
983,842,0.4474753230145871,1.0
983,998,0.20347517036989055,1.0
983,1457,0.6913395438672825,1.0
983,1894,0.32642762904972056,1.0
983,2908,0.8269667628451153,1.0
983,3630,0.49679722051803904,1.0
983,4254,0.6242383529851345,1.0
983,5347,0.5443816720981562,1.0
983,7157,0.4945447128998145,1.0
983,7294,0.4856055043448604,1.0
983,7702,0.6179594572012049,1.0
983,9493,0.5039761797043429,1.0
991,9232,0.5516001570912602,1.0
993,672,0.5288747377953278,1.0
993,1027,0.7370606538520655,1.0
995,672,0.6233986102371587,1.0
995,1956,0.3695405614535071,1.0
1017,207,0.4824348390970851,1.0
1017,581,0.5344862576410944,1.0
1017,1021,0.45442316084187206,1.0
1017,1027,0.4150583485016937,1.0
1017,1869,0.5633845218374419,1.0
1017,4609,0.35224774645420853,1.0
1017,5897,0.48882785000651685,1.0
1017,5925,0.5319273224363847,1.0
1017,6098,0.47748749113785127,1.0
1017,6502,0.5929566075347965,1.0
1017,7157,0.41080483105536547,1.0
1019,595,0.309962501573132,1.0
1019,860,0.443353836423147,1.0
1019,864,0.6075580470956438,1.0
1019,1874,0.4950436139995978,1.0
1019,5594,0.6737813418496803,1.0
1019,6774,0.41008857533499427,1.0
1020,759,0.29782941020907894,1.0
1020,999,0.38129968848192436,1.0
1020,1742,0.4696216501811917,1.0
1020,2043,0.44343126427824847,1.0
1020,2904,0.3336392280646765,1.0
1020,4137,0.44991816162798187,1.0
1020,5829,0.7467431148121106,1.0
1021,1021,1.0,1.0
1021,7157,0.39093793518078923,1.0
1022,1020,0.36642388403979415,1.0
1024,892,0.39330305797106613,1.0
1025,1020,0.5585458154441029,1.0
1026,920,0.6294026068744933,1.0
1026,925,0.5396124501358441,1.0
1026,5111,0.010895176721710769,1.0
1026,7157,0.32432271504591503,1.0
1027,207,0.17073109766576922,1.0
1027,2623,0.8481419978524978,1.0
1027,4609,0.21160336553026182,1.0
1045,5045,0.7897526475586341,1.0
1045,9076,0.384034602808574,1.0
1045,9843,0.8153679204239981,1.0
1123,207,0.6415135180349075,1.0
1131,999,0.573210371101323,1.0
1131,1956,0.321865454165277,1.0
1131,3852,0.7616341040684396,1.0
1131,3880,0.5824626912116415,1.0
1131,4256,0.41456049993290245,1.0
1154,472,0.5934093582287558,1.0
1316,999,0.66942198792455,1.0
1316,1316,0.9960114972452098,1.0
1316,7157,0.06193219324411466,1.0
1326,3558,0.6658478806700818,1.0
1326,4790,0.4527242250457486,1.0
1326,51561,0.5828429787139974,1.0
1363,2357,0.5848997251090582,1.0
1363,4792,0.4780598870808501,1.0
1363,4803,0.4638974041064967,1.0
1374,1376,0.5597346330325036,1.0
1385,374,0.5889062475734601,1.0
1385,581,0.37516302677951396,1.0
1385,595,0.4094848758579771,1.0
1385,650,0.43322430562719405,1.0
1385,940,0.5070149411328111,1.0
1385,1020,0.5605721028913002,1.0
1385,1390,0.496595483459531,1.0
1385,1869,0.5251979053724821,1.0
1385,3725,0.5457966525282643,1.0
1385,4091,0.5850875012012597,1.0
1385,4162,0.5860142278750963,1.0
1385,4684,0.4013558573664366,1.0
1385,4864,0.5396452194830159,1.0
1385,5010,0.5476545517928357,1.0
1385,5225,0.47489653313775165,1.0
1385,5599,0.41793221311264406,1.0
1385,5744,0.5757062122434048,1.0
1385,5928,0.48063009438439347,1.0
1385,6498,0.5226474739771666,1.0
1385,6929,0.6364503088813862,1.0
1385,7422,0.30539538933257004,1.0
1385,10047,0.5172394667819346,1.0
1385,10733,0.5728068913881285,1.0
1385,51309,0.6241681516370161,1.0
1385,55872,0.3343002534209192,1.0
1386,1432,0.6466856161826899,1.0
1398,25,0.6900529041014611,1.0
1398,5599,0.750069335783997,1.0
1398,5747,0.5226208339445708,1.0
1432,581,0.3705581240807243,1.0
1432,1386,0.6722040040501795,1.0
1432,1958,0.7050170750604681,1.0
1432,3315,0.32877151735428867,1.0
1432,3738,0.6370347965407992,1.0
1432,4313,0.609861259679692,1.0
1432,5595,0.3687792607485316,1.0
1432,5743,0.6585690849798853,1.0
1432,5879,0.5080328940301347,1.0
1432,6317,0.4643591792484508,1.0
1432,6446,0.7059960216627501,1.0
1432,7020,0.6498929059851464,1.0
1432,7157,0.41750310783130307,1.0
1432,7867,0.361085306859696,1.0
1432,9261,0.616071970831541,1.0
1432,9815,0.6473191395345139,1.0
1432,54808,0.6519373801083197,1.0
1440,999,0.602253209766386,1.0
1440,1050,0.7379915538189549,1.0
1440,2523,0.6141731676361342,1.0
1445,836,0.32173013816828794,1.0
1445,1029,0.39778225919617405,1.0
1445,1956,0.4268777580932913,1.0
1445,2017,0.4348344784003847,1.0
1445,3932,0.716286197176708,1.0
1445,4803,0.6120664167301572,1.0
1445,10859,0.58889270821972,1.0
1454,3172,0.550590455851596,1.0
1457,148,0.5991076231070993,1.0
1457,2309,0.2992569967798886,1.0
1457,2353,0.5796065189036479,1.0
1457,3159,0.36294995201790975,1.0
1457,4193,0.5625767109732717,1.0
1457,79784,0.4954059779844946,1.0
1468,1468,0.5302397542284937,1.0
1487,1586,0.48292376645112706,1.0
1490,3458,0.3601420341224111,1.0
1490,3569,0.6206079417992103,1.0
1490,4790,0.5455558211698774,1.0
1490,6696,0.7085036895091248,1.0
1490,8826,0.395416713934682,1.0
1490,22915,0.6656035502780823,1.0
1493,207,0.3381931911896323,1.0
1493,2534,0.42801832153179414,1.0
1493,3458,0.639316604137003,1.0
1493,3620,0.5831734056401565,1.0
1493,3932,0.5923773399449352,1.0
1493,4790,0.6347170941031468,1.0
1493,6464,0.38161136522305644,1.0
1493,26578,0.5521281686437991,1.0
1493,51497,0.44237626096197724,1.0
