up,dn,Average Experimental Interactions ($\pi^\alpha$),Average Published Claims ($\hat\mu^\alpha$)
47,4313,0.4386849169200823,1.0
47,4352,0.5454989242935517,1.0
47,4683,0.41848746122113206,1.0
47,4830,0.2886899887567339,1.0
47,5350,0.4908879538741289,1.0
47,5932,0.31667884003045743,1.0
47,6343,0.5574026407999488,1.0
47,6421,0.5328640336372527,1.0
47,6508,0.3583204225327242,1.0
47,6662,0.43032985083537073,1.0
47,7422,0.509480452268178,1.0
47,8161,0.5688880581108706,1.0
47,25801,0.5204341149443878,1.0
47,283871,0.6257062509500908,1.0
60,181,0.6072328080765926,1.0
60,183,0.5041344968042671,1.0
60,185,0.5230967058081984,1.0
60,351,0.550427128966618,1.0
60,354,0.6122372820449317,1.0
60,356,0.6385130697566559,1.0
60,387,0.5149391311358366,1.0
60,410,0.5800871996887577,1.0
60,706,0.4605047250002224,1.0
60,788,0.5056172589314717,1.0
60,1181,0.5776952586437969,1.0
60,1371,0.6059702728694468,1.0
60,1431,0.4360284164598265,1.0
60,1476,0.4343895901816013,1.0
60,1636,0.6227812220489,1.0
60,1649,0.38666774981203744,1.0
60,1773,0.5894651177386664,1.0
60,1994,0.49229147818200786,1.0
60,2026,0.36757910281003325,1.0
60,2120,0.5522014735424009,1.0
60,2353,0.46543746348358767,1.0
60,2523,0.7435837471326381,1.0
60,2597,0.509781657423716,1.0
60,2688,0.6581208921899638,1.0
60,2690,0.4999718161620228,1.0
60,2796,0.6734681686630793,1.0
60,2922,0.5734093025062431,1.0
60,3043,0.7591449348473202,1.0
60,3106,0.5511584462871242,1.0
60,3145,0.5519381548597965,1.0
60,3351,0.6108765280964814,1.0
60,3480,0.4169363156679348,1.0
60,3553,0.6777870251519538,1.0
60,3565,0.674326421302317,1.0
60,3811,0.7317032060055858,1.0
60,3880,0.6241388383383318,1.0
60,4218,0.5096154246031233,1.0
60,4255,0.34561139473229574,1.0
60,4436,0.5501320332953836,1.0
60,4609,0.4176256796608896,1.0
60,4803,0.6091070653632895,1.0
60,4846,0.37863805839669157,1.0
60,4881,0.6063136467577095,1.0
60,4953,0.5240560015428214,1.0
60,5338,0.5725010350430224,1.0
60,5443,0.5789956810291925,1.0
60,5660,0.5147716046219042,1.0
60,5743,0.37902403343798574,1.0
60,5788,0.7128084786788998,1.0
60,6514,0.6334398739335831,1.0
60,6522,0.5551578641119255,1.0
60,6548,0.3570642892520954,1.0
60,6722,0.4440193550694089,1.0
60,7157,0.4397420002271567,1.0
60,7253,0.5660997865350429,1.0
60,7422,0.5150256270907115,1.0
60,7431,0.6013612581999273,1.0
60,9092,0.40837093974327854,1.0
60,9373,0.49420466553389086,1.0
60,10383,0.502214730273334,1.0
60,27306,0.696208289956899,1.0
60,58498,0.5521629415054221,1.0
81,3630,0.5074323787308024,1.0
81,5970,0.5036983575153663,1.0
81,6517,0.5562319865006125,1.0
90,652,0.49734210038796617,1.0
90,2670,0.6678867357807803,1.0
90,3196,0.5046468201774501,1.0
90,4487,0.6708779836195421,1.0
90,4488,0.5552267960876065,1.0
90,6581,0.32364665372869916,1.0
90,7357,0.5046038021009158,1.0
95,8877,0.48089820771993974,1.0
100,28,0.5371396525546028,1.0
100,47,0.5777501645421117,1.0
100,183,0.5569373051785806,1.0
100,383,0.5604128154956041,1.0
100,959,0.5143400525238918,1.0
100,978,0.5666050869483581,1.0
100,1234,0.45231627524679674,1.0
100,1523,0.41544107072543185,1.0
100,1652,0.6654091166265039,1.0
100,1719,0.3979728944430182,1.0
100,1812,0.4080917310009182,1.0
100,2060,0.4555187489057111,1.0
100,2523,0.4122271543203774,1.0
100,2592,0.39399658125804204,1.0
100,2648,0.5231228160608972,1.0
100,2891,0.4767136904229603,1.0
100,3106,0.5801337136745551,1.0
100,3398,0.6534670718722855,1.0
100,3700,0.40192969226387987,1.0
100,3952,0.5418942854527972,1.0
100,4485,0.4996058987236859,1.0
100,4586,0.6129811533158488,1.0
100,4842,0.3256043680239651,1.0
100,4848,0.49212619918951306,1.0
100,4860,0.5848283705092119,1.0
100,5725,0.5289581390985651,1.0
100,6120,0.3462555947044126,1.0
100,6283,0.3527219733004041,1.0
100,6484,0.4954985726097785,1.0
100,6908,0.6861698489869468,1.0
100,7001,0.47467649678277685,1.0
100,7124,0.35772395853752337,1.0
100,8349,0.6262304213500034,1.0
100,8473,0.4118211541773814,1.0
100,23426,0.3970319507871799,1.0
100,25897,0.5192748328170398,1.0
100,51761,0.29655580763375866,1.0
100,84890,0.646876870730705,1.0
109,387,0.7620772734277097,1.0
109,434,0.6226499777917494,1.0
109,539,0.4940018531457491,1.0
109,727,0.6454106133912891,1.0
109,760,0.542553556508358,1.0
109,1982,0.5736069798133941,1.0
109,4248,0.5989325628160378,1.0
109,5997,0.49988903532174667,1.0
128,224,0.42718800926435646,1.0
128,338,0.605817499849327,1.0
128,434,0.7810189236990508,1.0
128,2852,0.8473827150673843,1.0
128,6667,0.6443641176063055,1.0
132,4199,0.47420805883748124,1.0
132,6714,0.7955702056318944,1.0
132,56955,0.5075176735724582,1.0
135,759,0.42642743749965045,1.0
135,1813,0.40842715879076247,1.0
135,2353,0.6375536526486919,1.0
135,5132,0.49821242843703295,1.0
135,7422,0.3998349920355685,1.0
154,147,0.580298447871004,1.0
154,155,0.7917823937649342,1.0
154,372,0.6192126661757966,1.0
154,2042,0.6354640096187713,1.0
154,3295,0.6351780734808805,1.0
154,3567,0.5890646074845926,1.0
154,3630,0.5629505792440481,1.0
154,5187,0.6756207975017876,1.0
154,5743,0.9181353101632763,1.0
154,5972,0.43499329420561494,1.0
154,6010,0.6393469499527589,1.0
154,7200,0.6575814027520268,1.0
154,7299,0.5991229381756306,1.0
154,10153,0.39366015709845753,1.0
154,54738,0.629184416565141,1.0
158,2271,0.343528215965521,1.0
158,4739,0.5655738425202982,1.0
158,9973,0.6093950087723906,1.0
158,10153,0.38352011407544073,1.0
158,84890,0.9446305254483677,1.0
166,185,0.5241873752333092,1.0
166,435,0.5038484103979022,1.0
166,914,0.5483208523911332,1.0
166,2099,0.6065697763465007,1.0
166,2524,0.46327074939109303,1.0
166,3090,0.7074857693463759,1.0
166,4155,0.48142589934034363,1.0
166,7515,0.464366522518783,1.0
166,140885,0.515025608632772,1.0
174,47,0.6717636269390553,1.0
174,186,0.2779334458879351,1.0
174,355,0.5132482709951522,1.0
174,463,0.2352241585751817,1.0
174,836,0.5099645142836124,1.0
174,999,0.39440965808165485,1.0
174,1048,0.6013608857722785,1.0
174,1384,0.47912483407881734,1.0
174,1811,0.3362478422929288,1.0
174,1950,0.2872278029474034,1.0
174,2051,0.5282221346944558,1.0
174,2056,0.30672121449612866,1.0
174,2494,0.2547492135417023,1.0
174,2649,0.26721961995311627,1.0
174,2697,0.11617444587474057,1.0
174,2719,0.5509151579233207,1.0
174,3315,0.6085138139504718,1.0
174,3440,0.2512437909267654,1.0
174,3479,0.5960287898716055,1.0
174,3569,0.3534614794635286,1.0
174,3630,0.3624289801310205,1.0
174,3643,0.3720666769837652,1.0
174,3655,0.33477228084080246,1.0
174,3880,0.5880041044865172,1.0
174,3991,0.39978676837747534,1.0
174,4103,0.3390943425863445,1.0
174,5018,0.5767501912514057,1.0
174,5447,0.5876662129707296,1.0
174,5817,0.5428702109935054,1.0
174,7015,0.3798829231556001,1.0
174,7070,0.41167788437205466,1.0
174,7124,0.23106206952497726,1.0
174,7273,0.43818859429698365,1.0
174,10993,0.3818590827646569,1.0
174,23064,0.49615665128168385,1.0
174,51761,0.40942449026442507,1.0
174,55811,0.26905793138068335,1.0
174,57088,0.620386209883014,1.0
174,146227,0.38199389193131095,1.0
178,1026,0.2130372820277936,1.0
178,2641,0.4482270220618647,1.0
178,3725,0.4176642109656266,1.0
178,23082,0.4938262587687441,1.0
183,12,0.39818883907326025,1.0
183,189,0.602095571041087,1.0
183,283,0.3454925520638399,1.0
183,788,0.37975382439329586,1.0
183,923,0.39886739665685683,1.0
183,1026,0.43388268047602196,1.0
183,1154,0.6637531232839775,1.0
183,1287,0.6203654001768638,1.0
183,1437,0.5253419056486891,1.0
183,1628,0.5888183386337414,1.0
183,2056,0.6740971561682145,1.0
183,2155,0.5160050922835155,1.0
183,2641,0.7605003174521849,1.0
183,2668,0.6735171258599244,1.0
183,2670,0.6415330495952296,1.0
183,3479,0.5536630279634439,1.0
183,3664,0.7217133195001537,1.0
183,3816,0.7543633912533316,1.0
183,3845,0.5185506691060864,1.0
183,3952,0.5172447558073142,1.0
183,4233,0.36354254824581506,1.0
183,4255,0.6361292449872137,1.0
183,6462,0.5740397917412012,1.0
183,6646,0.42288112320846505,1.0
183,7270,0.4878751732660531,1.0
183,11181,0.7130992020223266,1.0
183,11333,0.5255438228591152,1.0
183,55811,0.7780949614448482,1.0
183,79068,0.6118746174776473,1.0
185,28,0.6605837932823595,1.0
185,29,0.5249599977700896,1.0
185,47,0.4684896478422787,1.0
185,49,0.5877667276626908,1.0
185,55,0.5516267665889485,1.0
185,132,0.5683208519969898,1.0
185,163,0.5023209332279099,1.0
185,173,0.6068455037156052,1.0
185,190,0.4452923894621509,1.0
185,207,0.4625818555534075,1.0
185,248,0.45750556726720787,1.0
185,268,0.5497739321063813,1.0
185,284,0.641526774481267,1.0
185,316,0.5632396068714935,1.0
185,327,0.4890119634902361,1.0
185,328,0.32195089763328966,1.0
185,347,0.44486339720896434,1.0
185,348,0.5700550586018833,1.0
185,354,0.4906508805966143,1.0
185,355,0.669678442516039,1.0
185,434,0.6153735123245483,1.0
185,462,0.6467397836825328,1.0
185,551,0.5849577282251818,1.0
185,570,0.6210177930875751,1.0
185,637,0.6355566567154343,1.0
185,645,0.4553434590486559,1.0
185,650,0.5184675894767082,1.0
185,651,0.5380028990875734,1.0
185,761,0.5741133507665226,1.0
185,763,0.6041389807228928,1.0
185,795,0.5276771188399553,1.0
185,821,0.5561245710226224,1.0
185,861,0.4527354186755437,1.0
185,902,0.45534268823582197,1.0
185,909,0.48933986572932536,1.0
185,914,0.5706287249876228,1.0
185,923,0.5452112182882235,1.0
185,925,0.6903328374636415,1.0
185,947,0.5262765437932239,1.0
185,968,0.39728309571447695,1.0
185,969,0.482604153072246,1.0
185,973,0.5725050626970509,1.0
185,1012,0.5841511907816195,1.0
185,1048,0.48625644009345625,1.0
185,1075,0.5920702467081803,1.0
185,1267,0.4265618273583893,1.0
185,1357,0.579846955632519,1.0
185,1371,0.44909093961948315,1.0
185,1378,0.5109162284244482,1.0
185,1401,0.5872227435595269,1.0
185,1465,0.7278934856071351,1.0
185,1489,0.3823669946675771,1.0
185,1490,0.5876559239397187,1.0
185,1500,0.634570694640213,1.0
185,1509,0.4657585300723092,1.0
185,1514,0.35281132613358657,1.0
185,1557,0.5491222139202601,1.0
185,1588,0.4625700504163993,1.0
185,1738,0.5230537915862499,1.0
185,1756,0.315986077745708,1.0
185,1839,0.5396044449367188,1.0
185,1906,0.5836285864976031,1.0
185,1909,0.4250086641303714,1.0
185,1950,0.4879110132924152,1.0
185,1969,0.5594488308700601,1.0
185,2026,0.3609239907674178,1.0
185,2051,0.5581342336035813,1.0
185,2054,0.48454024776710897,1.0
185,2078,0.5430723371834059,1.0
185,2149,0.5155161741658328,1.0
185,2157,0.5013625598480679,1.0
185,2161,0.47328395317481003,1.0
185,2201,0.5129954333425326,1.0
185,2212,0.5746417927632934,1.0
185,2244,0.5254139114325899,1.0
185,2322,0.4866900312579294,1.0
185,2516,0.6155574594861218,1.0
185,2523,0.5903254613232566,1.0
185,2588,0.45387779319485955,1.0
185,2596,0.5799376812102071,1.0
185,2641,0.5655735819815217,1.0
185,2660,0.5711216689914769,1.0
185,2678,0.4496861061396192,1.0
185,2717,0.5808965934553588,1.0
185,2797,0.6897894267580802,1.0
185,2838,0.5355208887376264,1.0
185,2902,0.6840727281697464,1.0
185,2903,0.6497092525951773,1.0
185,2936,0.5755381929644484,1.0
185,2986,0.5794018315541519,1.0
185,3000,0.6777639705749506,1.0
185,3045,0.49672731962117456,1.0
185,3091,0.42028232828807865,1.0
185,3162,0.28842622064374096,1.0
185,3249,0.5221113027307399,1.0
185,3315,0.359632671140021,1.0
185,3397,0.48503098080305224,1.0
185,3399,0.4595144678950588,1.0
185,3480,0.507761804790716,1.0
185,3485,0.5036091643815576,1.0
185,3557,0.47350322083619234,1.0
185,3559,0.5108943683675163,1.0
185,3567,0.47683801153982097,1.0
185,3606,0.4110111738123603,1.0
185,3620,0.5465525633488731,1.0
185,3684,0.5062263673665074,1.0
185,3704,0.4387467492059201,1.0
185,3725,0.4340947459357498,1.0
185,3811,0.6408613215865715,1.0
185,3816,0.5923901152079983,1.0
185,3818,0.5804272396502383,1.0
185,3930,0.2632099436908805,1.0
185,3932,0.6184909849175015,1.0
185,3949,0.5216742581613047,1.0
185,3956,0.5351804010107379,1.0
185,3973,0.5968998497627592,1.0
185,4000,0.4937371387501954,1.0
185,4025,0.49130674306154537,1.0
185,4058,0.42529498623518186,1.0
185,4069,0.4804655743911742,1.0
185,4070,0.4819028540731099,1.0
185,4072,0.44586964926858413,1.0
185,4087,0.4450000398322563,1.0
185,4099,0.6072093266083083,1.0
185,4118,0.8071396723068319,1.0
185,4146,0.5237032715324735,1.0
185,4204,0.547750281166091,1.0
185,4282,0.37296197876243853,1.0
185,4295,0.677817482713264,1.0
185,4313,0.5702434154857029,1.0
185,4437,0.5554121595661545,1.0
185,4482,0.7405853944749478,1.0
185,4585,0.7852792306094835,1.0
185,4586,0.4308087541457984,1.0
185,4656,0.5121378425852919,1.0
185,4792,0.18691226386339455,1.0
185,4846,0.5523521690938368,1.0
185,4852,0.48747192179934873,1.0
185,4878,0.5472495373481376,1.0
185,4908,0.6190178070511263,1.0
185,4953,0.45972378231530514,1.0
185,4975,0.6580248175870098,1.0
185,4988,0.647783826766493,1.0
185,5034,0.40905300602439276,1.0
185,5091,0.5461828520125153,1.0
185,5104,0.46854291892413713,1.0
185,5225,0.5394147171107325,1.0
185,5228,0.456386639586506,1.0
185,5243,0.696594042363003,1.0
185,5327,0.5263263190476544,1.0
185,5340,0.6095699655219791,1.0
185,5476,0.4998675486175557,1.0
185,5478,0.45924514780036235,1.0
185,5539,0.6501862636694989,1.0
185,5569,0.5873890104264461,1.0
185,5579,0.4271592738687517,1.0
185,5595,0.4795698265243513,1.0
185,5617,0.5689647710089937,1.0
185,5662,0.44323356341756714,1.0
185,5697,0.6160183247472963,1.0
185,5817,0.40007151455842105,1.0
185,5868,0.40219741585813074,1.0
185,5879,0.565763764352191,1.0
185,5894,0.37372020898533287,1.0
185,6010,0.6088048406537684,1.0
185,6050,0.3600412740293828,1.0
185,6120,0.5159326530162189,1.0
185,6281,0.515572146880688,1.0
185,6303,0.4887075960070775,1.0
185,6317,0.5685684393888744,1.0
185,6351,0.5490704857624307,1.0
185,6390,0.3441723891088285,1.0
185,6401,0.6578713680992467,1.0
185,6440,0.49323955910572936,1.0
185,6484,0.6921463172644402,1.0
185,6513,0.4469730956923726,1.0
185,6531,0.5990280263781844,1.0
185,6548,0.5710357080683403,1.0
185,6559,0.553545403189974,1.0
185,6576,0.4727549333578424,1.0
185,6581,0.41645608656480554,1.0
185,6590,0.6253496297195384,1.0
185,6611,0.35415918097350113,1.0
185,6616,0.5488717416406786,1.0
185,6638,0.5695857760492801,1.0
185,6672,0.4658978626946025,1.0
185,6697,0.17920025456590338,1.0
185,6718,0.6134088497683569,1.0
185,6741,0.4672476279492703,1.0
185,6772,0.6168482799175332,1.0
185,6776,0.43109016825526664,1.0
185,6869,0.6290779067034367,1.0
185,6903,0.5255076162011222,1.0
185,6908,0.3803452470923335,1.0
185,6926,0.4647573055209007,1.0
185,6943,0.6814411065696939,1.0
185,7042,0.5713657041492286,1.0
185,7046,0.6865782014969627,1.0
185,7076,0.12608238137311278,1.0
185,7175,0.4664527595665423,1.0
185,7248,0.49436767932471226,1.0
185,7263,0.4410321841801438,1.0
185,7276,0.5421507227688535,1.0
185,7299,0.5585736148744697,1.0
185,7306,0.48565501889534773,1.0
185,7431,0.4207887305975092,1.0
185,7454,0.4826182839938468,1.0
185,7726,0.445326427306112,1.0
185,8161,0.5063551250926669,1.0
185,8315,0.46032469401798837,1.0
185,8438,0.5460065859965381,1.0
185,8694,0.5544368005935019,1.0
185,8754,0.3559388156341953,1.0
185,8850,0.44967981323873196,1.0
185,8915,0.5565928125975871,1.0
185,9197,0.4729683418293547,1.0
185,9242,0.6188480318514304,1.0
185,9388,0.5226968162852849,1.0
185,9446,0.3354735949330608,1.0
185,9735,0.5357360400402774,1.0
185,9973,0.6388523723697304,1.0
185,10278,0.4665854057874807,1.0
185,10630,0.5554110426674093,1.0
185,10657,0.38815220981894527,1.0
185,10855,0.4289583558019292,1.0
185,10873,0.525379798146788,1.0
185,11319,0.5318626593550989,1.0
185,23493,0.43414887912852607,1.0
185,23498,0.5111228876443894,1.0
185,23621,0.4604899302435737,1.0
185,23654,0.49690202378316295,1.0
185,25847,0.4830714761526133,1.0
185,51378,0.7095828879912424,1.0
185,51744,0.6851047382636335,1.0
185,54210,0.5164079978393278,1.0
185,54474,0.5686508668826096,1.0
185,55034,0.46918951694860966,1.0
185,57016,0.4659262422728452,1.0
185,57111,0.4164632851909463,1.0
185,63826,0.5137622236692727,1.0
185,63827,0.5512933928003512,1.0
185,64080,0.373792011221193,1.0
185,65108,0.34979796672073793,1.0
185,65125,0.433766418154525,1.0
185,81620,0.47824724640025496,1.0
185,84890,0.29118103921422606,1.0
185,283871,0.44608074263256825,1.0
190,354,0.4981268209881121,1.0
190,410,0.31682603792815134,1.0
190,412,0.4407052488898824,1.0
190,434,0.41322389219771566,1.0
190,477,0.508134313832961,1.0
190,539,0.6989294087451671,1.0
190,581,0.5349341675650966,1.0
190,719,0.491427421855808,1.0
190,857,0.3372589954435072,1.0
190,909,0.37842443327937897,1.0
190,953,0.4227283824772561,1.0
190,973,0.46062307149835235,1.0
190,1080,0.4267927974976791,1.0
190,1509,0.21815624840045322,1.0
190,1969,0.3845651706933851,1.0
190,1994,0.4064314200659221,1.0
190,2150,0.4458974028059051,1.0
190,2324,0.38499382072857896,1.0
190,2821,0.5445807128020953,1.0
190,3455,0.5361128741634293,1.0
190,3596,0.3905262861119628,1.0
190,3630,0.32201512222390233,1.0
190,3659,0.5532067727482859,1.0
190,3676,0.3998186761285152,1.0
190,3684,0.40872988474170224,1.0
190,3897,0.3335640987572983,1.0
190,3973,0.33413797890211905,1.0
190,4099,0.3486170943595294,1.0
190,4192,0.6211506018376116,1.0
190,4318,0.38900187509492384,1.0
190,4437,0.3872931583997037,1.0
190,4842,0.4410106195506753,1.0
190,4852,0.5391312602947937,1.0
190,5066,0.3367145786554884,1.0
190,5467,0.5904595088879814,1.0
190,5536,0.406754868274525,1.0
190,5617,0.4512187891387285,1.0
190,5698,0.4710726709022477,1.0
190,5888,0.423945065213117,1.0
190,5935,0.4892712875142893,1.0
190,6343,0.4922228385306197,1.0
190,6502,0.5533978145450512,1.0
190,6520,0.5313296986940877,1.0
190,6696,0.6579532217046175,1.0
190,6736,0.36727337463190657,1.0
190,7431,0.5521281113889446,1.0
190,7450,0.5568890197755368,1.0
190,7852,0.43108811510196393,1.0
190,8836,0.5449389219040764,1.0
190,9133,0.43989831347380076,1.0
190,9373,0.6038049141328576,1.0
190,10993,0.4762357717915399,1.0
190,23705,0.507256905832809,1.0
190,84909,0.4263190125429928,1.0
190,94081,0.5947952442747015,1.0
190,283871,0.4744726637585245,1.0
191,100,0.469356623258117,1.0
191,353,0.3981311108328891,1.0
191,6296,0.5262908676698448,1.0
203,204,0.6511857191746635,1.0
203,2597,0.40185892746920926,1.0
203,3664,0.718651537965854,1.0
203,7157,0.7482565568858222,1.0
203,7538,0.518417909454483,1.0
204,203,0.6874262714769472,1.0
207,47,0.5946458921688127,1.0
207,153,0.5684239463582823,1.0
207,155,0.42187108242439364,1.0
207,596,0.4438956227323311,1.0
207,672,0.4429953362370861,1.0
207,696,0.48889172131064423,1.0
207,940,0.5267321195408373,1.0
207,948,0.5959293626367812,1.0
207,959,0.44866764514744284,1.0
207,983,0.46193824652494114,1.0
207,1075,0.6902124022284416,1.0
207,1357,0.5489925850673425,1.0
207,1437,0.4266992510932328,1.0
207,1786,0.6992461420946874,1.0
207,1950,0.6640561555857867,1.0
207,1978,0.3267408997416885,1.0
207,2048,0.3928691968474577,1.0
207,2099,0.3040619974618489,1.0
207,2204,0.5645704484775502,1.0
207,2309,0.33535590578498087,1.0
207,2931,0.6690895649267735,1.0
207,3162,0.5547862373320978,1.0
207,3397,0.5894462334873385,1.0
207,3429,0.3070625064945092,1.0
207,3479,0.46244943039427827,1.0
207,3558,0.49812286157642,1.0
207,3567,0.6458811725622063,1.0
207,3897,0.505432873834565,1.0
207,3932,0.39931619736353596,1.0
207,3952,0.4694598901921943,1.0
207,3991,0.3028626428067924,1.0
207,4145,0.38665781256262083,1.0
207,4234,0.4643569500060264,1.0
207,4602,0.4276363978812365,1.0
207,4888,0.48620936571132123,1.0
207,4914,0.5146657068974159,1.0
207,5139,0.6610822568522889,1.0
207,5164,0.3278011873747071,1.0
207,5199,0.5748873892465873,1.0
207,5590,0.40261943186699,1.0
207,5594,0.7281794285382802,1.0
207,5617,0.5864519233873513,1.0
207,5730,0.5154161049608829,1.0
207,5770,0.3381699019079478,1.0
207,5979,0.4885870157848955,1.0
207,6010,0.5198910798274818,1.0
207,6198,0.48634275677985184,1.0
207,6387,0.562726748110931,1.0
207,6416,0.6066186710069795,1.0
207,6502,0.4593676257806657,1.0
207,6517,0.4700892396491825,1.0
207,6581,0.42751042742190715,1.0
207,6774,0.3062711430671867,1.0
207,7015,0.43168810092619114,1.0
207,7124,0.7146231782293838,1.0
207,7200,0.3682220431236841,1.0
207,7422,0.49668533998238196,1.0
207,8115,0.45416352613504196,1.0
207,8673,0.375481137778607,1.0
207,8874,0.6187828205778396,1.0
207,9175,0.5030699800489111,1.0
207,9261,0.5053724107076102,1.0
207,9479,0.4707778154767567,1.0
207,11169,0.5070268185087093,1.0
207,29072,0.568728494691495,1.0
207,50674,0.5203234744514807,1.0
207,54997,0.38052776690886636,1.0
207,57332,0.5169965872832233,1.0
207,200576,0.7178980592047453,1.0
208,2034,0.4137105866506001,1.0
208,6517,0.3809602371482874,1.0
208,7124,0.4772384742624622,1.0
208,7291,0.3925294551014508,1.0
208,7430,0.4045438835540657,1.0
208,8660,0.4790661602852738,1.0
208,8877,0.4747689428448748,1.0
208,29116,0.6459267870101996,1.0
216,217,0.6516799089114251,1.0
216,218,0.3614800787145719,1.0
216,219,0.5214779132840335,1.0
216,1154,0.5374152876952936,1.0
216,1382,0.2453787370866587,1.0
216,2042,0.7110166795752382,1.0
216,3620,0.49723245329685684,1.0
216,3630,0.44444906961158465,1.0
216,8854,0.689817052261932,1.0
216,10178,0.5189840876738535,1.0
217,767,0.5555964956499908,1.0
217,2678,0.44706364263015275,1.0
218,128,0.5784513455723196,1.0
218,196,0.5855379203334197,1.0
218,216,0.5760871708230771,1.0
218,7306,0.6217731664958366,1.0
221,218,0.583722763994313,1.0
221,1312,0.5860647233094732,1.0
221,4728,0.4313640792870753,1.0
224,539,0.5016892749414085,1.0
224,596,0.3909845285361077,1.0
224,649,0.513698331348283,1.0
224,1452,0.20050635117823945,1.0
224,2209,0.49292936822533207,1.0
224,3664,0.5908138307003661,1.0
224,4792,0.5238120971194645,1.0
224,6103,0.5773301022094711,1.0
224,6503,0.5752136168477062,1.0
224,6857,0.6791093554648391,1.0
224,23358,0.5881016012290673,1.0
224,83737,0.6798119840094025,1.0
231,124,0.45600994582773957,1.0
231,3630,0.40311085820337755,1.0
231,6898,0.587970641634541,1.0
259,2796,0.5078300346886837,1.0
259,4155,0.5719173223446173,1.0
259,4233,0.31286788636752316,1.0
259,7450,0.4461784064036743,1.0
259,26503,0.49323729662192317,1.0
283,43,0.6470349681887331,1.0
283,100,0.4927007788156973,1.0
283,207,0.3289892550770074,1.0
283,309,0.32055364947055964,1.0
283,355,0.6482473064655863,1.0
283,387,0.40456134942668454,1.0
283,412,0.38503141449944145,1.0
283,1362,0.5006535901039473,1.0
283,1371,0.5710278971846466,1.0
283,1390,0.736406133523985,1.0
283,1392,0.45634093180239005,1.0
283,1490,0.6073755572632912,1.0
283,1535,0.2747319550090912,1.0
283,1585,0.5707037093152958,1.0
283,1674,0.5564662497708011,1.0
283,1869,0.7962245914666404,1.0
283,1977,0.3397770233374421,1.0
283,1991,0.6510208580936675,1.0
283,2006,0.48277048469670075,1.0
283,2022,0.467371564071159,1.0
283,2113,0.6486368300450172,1.0
283,2185,0.7636259600496126,1.0
283,2247,0.6166323850550753,1.0
283,2444,0.5362130732039618,1.0
283,2475,0.8122957547708671,1.0
283,2697,0.5178467954617647,1.0
283,2821,0.36067214741997167,1.0
283,3190,0.3090281496857681,1.0
283,3383,0.4945590574048155,1.0
283,3667,0.5638512289940915,1.0
283,3717,0.6632236487817069,1.0
283,3725,0.6819479879477541,1.0
283,3782,0.7717089082504032,1.0
283,3791,0.6197751872509825,1.0
283,3818,0.6314798916913299,1.0
283,3952,0.7762444401307448,1.0
283,3956,0.2727190830371453,1.0
